annettevogt-20180320-rec_segment_0018;annettevogt-20180320-rec;segment_0018;In Dahlem. Wir sind in Berlin Dahlem.;in dahlem wir sind in berlin dahlem;3
annettevogt-20180320-rec_segment_0592;annettevogt-20180320-rec;segment_0592;Ideen, Weltbildern beschäftigt. Solange das eine kleine Gruppe ist, hatte die kirchliche Institution keine Sorgen,;ideen weltbildern beschäftigt solange das eine kleine gruppe ist hatte die kirchliche institution keine sorgen;3
annettevogt-20180320-rec_segment_0593;annettevogt-20180320-rec;segment_0593;weil es rüttelte nicht an ihrer Machtstellung. Es ging natürlich um Macht.;weil es rüttelte nicht an ihrer machtstellung es ging natürlich um macht;3
annettevogt-20180320-rec_segment_0595;annettevogt-20180320-rec;segment_0595;die sich Wissenschaft zuwendet.;die sich wissenschaft zuwendet;3
annettevogt-20180320-rec_segment_0597;annettevogt-20180320-rec;segment_0597;bau in der Navigation.;bau in der navigation;3
annettevogt-20180320-rec_segment_0598;annettevogt-20180320-rec;segment_0598;Dann ist natürlich die Gefahr der Machtsicherung eher gegeben.;dann ist natürlich die gefahr der machtsicherung eher gegeben;3
annettevogt-20180320-rec_segment_0599;annettevogt-20180320-rec;segment_0599;Wenn es also viel mehr Skeptiker, Zweifler;wenn es also viel mehr skeptiker zweifler;3
annettevogt-20180320-rec_segment_0601;annettevogt-20180320-rec;segment_0601;die Institution des wahren und einzig wahren zu sein. Und dadurch kommen die Konflikte.;die institution des wahren und einzig wahren zu sein und dadurch kommen die konflikte;3
annettevogt-20180320-rec_segment_0602;annettevogt-20180320-rec;segment_0602;Weil dann Galilei stellvertretend ist für für für Ketzer, Heretiker;weil dann galilei stellvertretend ist für für für ketzer heretiker;3
annettevogt-20180320-rec_segment_0603;annettevogt-20180320-rec;segment_0603;und *eh* und deshalb reagiert dann die Kirche so.;und eh und deshalb reagiert dann die kirche so;3
annettevogt-20180320-rec_segment_0604;annettevogt-20180320-rec;segment_0604;Und Kopernikus als Mann der Kirche. Er war ja;und kopernikus als mann der kirche er war ja;3
annettevogt-20180320-rec_segment_0605;annettevogt-20180320-rec;segment_0605;ein Mönch gewesen. *eh* Der hatte natürlich große Befürchtungen. Und;ein mönch gewesen eh der hatte natürlich große befürchtungen und;3
annettevogt-20180320-rec_segment_0606;annettevogt-20180320-rec;segment_0606;und insofern *eh*;und insofern eh;3
annettevogt-20180320-rec_segment_0609;annettevogt-20180320-rec;segment_0609;Also ich brauche eben mehr wissenschaftliche Kenntnisse für bestimmte neue Berufe.;also ich brauche eben mehr wissenschaftliche kenntnisse für bestimmte neue berufe;3
annettevogt-20180320-rec_segment_0616;annettevogt-20180320-rec;segment_0616;Ja die industrielle Revolution hat da auch Folgen *eh* für die Universitäten. Es müssen einfach mehr Leute ausgebildet werden. Also auf der einen Seite, man schafft;ja die industrielle revolution hat da auch folgen eh für die universitäten es müssen einfach mehr leute ausgebildet werden also auf der einen seite man schafft;3
annettevogt-20180320-rec_segment_0617;annettevogt-20180320-rec;segment_0617;den Freiraum, dass es Leute gibt, die professionell;den freiraum dass es leute gibt die professionell;3
annettevogt-20180320-rec_segment_0618;annettevogt-20180320-rec;segment_0618;wissenschaftlich geprägte Berufe ausüben können und man braucht umgekehrt mehr, die das können.;wissenschaftlich geprägte berufe ausüben können und man braucht umgekehrt mehr die das können;3
annettevogt-20180320-rec_segment_0619;annettevogt-20180320-rec;segment_0619;Das ist ja dann so ein Wechselspiel.;das ist ja dann so ein wechselspiel;3
annettevogt-20180320-rec_segment_0620;annettevogt-20180320-rec;segment_0620;Und damit wird die Ausbildung wichtiger und damit *eh*;und damit wird die ausbildung wichtiger und damit eh;3
annettevogt-20180320-rec_segment_0621;annettevogt-20180320-rec;segment_0621;es dann auch Überlegungen, dass man die Ausbildung strukturiert, dass man Prüfungen einführt, *eh* also Examen,;es dann auch überlegungen dass man die ausbildung strukturiert dass man prüfungen einführt eh also examen;3
annettevogt-20180320-rec_segment_0622;annettevogt-20180320-rec;segment_0622;dass das dann irgendwo sichtbar wird. also gerade in Deutschland *eh*;dass das dann irgendwo sichtbar wird also gerade in deutschland eh;3
annettevogt-20180320-rec_segment_0623;annettevogt-20180320-rec;segment_0623;dieser doktor Ing. auf den die Ingenieure bis heute stolz sind, das war dann schon eine wichtige Innovation,;dieser doktor ingenieur auf den die ingenieure bis heute stolz sind das war dann schon eine wichtige innovation;3
annettevogt-20180320-rec_segment_0624;annettevogt-20180320-rec;segment_0624;dass man festlegt, welche Bedingungen erfüllt sein müssen. Welches Wissen müssen die haben,;dass man festlegt welche bedingungen erfüllt sein müssen welches wissen müssen die haben;3
annettevogt-20180320-rec_segment_0625;annettevogt-20180320-rec;segment_0625;um diesen doktor Ing. dann wirklich *eh* zu haben.;um diesen doktor ingenieur dann wirklich eh zu haben;3
annettevogt-20180320-rec_segment_0626;annettevogt-20180320-rec;segment_0626;Und das passiert in den Ländern auf unterschiedliche Weise und hat jeweils zu tun mit;und das passiert in den ländern auf unterschiedliche weise und hat jeweils zu tun mit;3
annettevogt-20180320-rec_segment_0627;annettevogt-20180320-rec;segment_0627;der schlicht der ökonomischen Kraft. Weil;der schlicht der ökonomischen kraft weil;3
annettevogt-20180320-rec_segment_0628;annettevogt-20180320-rec;segment_0628;Bildung kostet Geld.;bildung kostet geld;3
annettevogt-20180320-rec_segment_0629;annettevogt-20180320-rec;segment_0629;Und Bildung ist *eh* lange vor allem privat finanziert worden. Das heißt *eh*;und bildung ist eh lange vor allem privat finanziert worden das heißt eh;3
annettevogt-20180320-rec_segment_0630;annettevogt-20180320-rec;segment_0630;es gab dann die Kluft, wo die Eltern Bildung für die Kinder finanzieren können und Eltern, die es nicht können.;es gab dann die kluft wo die eltern bildung für die kinder finanzieren können und eltern die es nicht können;3
annettevogt-20180320-rec_segment_0631;annettevogt-20180320-rec;segment_0631;Aber es gibt auch immer schon dann den Versuch der Stipendien.;aber es gibt auch immer schon dann den versuch der stipendien;3
annettevogt-20180320-rec_segment_0632;annettevogt-20180320-rec;segment_0632;Das also aufzufangen durch private Stiftungen, die Stipendien gewähren.;das also aufzufangen durch private stiftungen die stipendien gewähren;3
annettevogt-20180320-rec_segment_0633;annettevogt-20180320-rec;segment_0633;Oder durch den Landesherrn, also der berühmte Mathematiker Gauss hatte eben dann ein Stipendium von seinem Landesherrn,;oder durch den landesherrn also der berühmte mathematiker gauss hatte eben dann ein stipendium von seinem landesherrn;3
annettevogt-20180320-rec_segment_0634;annettevogt-20180320-rec;segment_0634;*ehm* der das Studium finanzierte. Also das gab es auch immer, es gab immer die Versuche,;ehm der das studium finanzierte also das gab es auch immer es gab immer die versuche;3
annettevogt-20180320-rec_segment_0635;annettevogt-20180320-rec;segment_0635;diese privatrechtliche Regelung, *eh* es muss bezahlt werden, und es müssen die Eltern, die Familie bezahlen,;diese privatrechtliche regelung eh es muss bezahlt werden und es müssen die eltern die familie bezahlen;3
annettevogt-20180320-rec_segment_0636;annettevogt-20180320-rec;segment_0636;zu ergänzen *ehm* für begabte.;zu ergänzen ehm für begabte;3
annettevogt-20180320-rec_segment_0639;annettevogt-20180320-rec;segment_0639;Das ist in den einzelnen Ländern unterschiedlich. Also es gibt;das ist in den einzelnen ländern unterschiedlich also es gibt;3
annettevogt-20180320-rec_segment_0640;annettevogt-20180320-rec;segment_0640;viele Länder, die *eh*;viele länder die eh;3
annettevogt-20180320-rec_segment_0641;annettevogt-20180320-rec;segment_0641;dem Staat das nicht allein überlassen wollten, die bewusst erklärten, das muss eher über diese Mäzene,;dem staat das nicht allein überlassen wollten die bewusst erklärten das muss eher über diese mäzene;3
annettevogt-20180320-rec_segment_0642;annettevogt-20180320-rec;segment_0642;Mäzenatentum passieren.;mäzenatentum passieren;3
annettevogt-20180320-rec_segment_0643;annettevogt-20180320-rec;segment_0643;Und es ist ja interessant Mezänatentum ist ja sehr ambivalent.;und es ist ja interessant mezänatentum ist ja sehr ambivalent;3
annettevogt-20180320-rec_segment_0644;annettevogt-20180320-rec;segment_0644;*ehm* Und ich habe;ehm und ich habe;3
annettevogt-20180320-rec_segment_0645;annettevogt-20180320-rec;segment_0645;paar Jahren mal ein Seminar gemacht an der Humboldt-Universität über Geschichte Mäzenatentum und ich war eigentlich enttäuscht,;paar jahren mal ein seminar gemacht an der humboldt universität über geschichte mäzenatentum und ich war eigentlich enttäuscht;3
annettevogt-20180320-rec_segment_0646;annettevogt-20180320-rec;segment_0646;das - ich hatte ungefähr 20 24 Studenten im Seminar;das ich hatte ungefähr zwanzig vierundzwanzig studenten im seminar;3
annettevogt-20180320-rec_segment_0647;annettevogt-20180320-rec;segment_0647;und ich hatte das versucht zu machen an Wissenschaftsgeschichte und und Kunstgeschichte;und ich hatte das versucht zu machen an wissenschaftsgeschichte und und kunstgeschichte;3
annettevogt-20180320-rec_segment_0648;annettevogt-20180320-rec;segment_0648;und ich war eigentlich enttäuscht, dass fast alle meine Studenten das nur negativ sahen.;und ich war eigentlich enttäuscht dass fast alle meine studenten das nur negativ sahen;3
annettevogt-20180320-rec_segment_0649;annettevogt-20180320-rec;segment_0649;Und also immer erklärt haben, ja aber der Mäzen der gibt das Geld und dann will der darüber bestimmen und will sich einmischen.;und also immer erklärt haben ja aber der mäzen der gibt das geld und dann will der darüber bestimmen und will sich einmischen;3
annettevogt-20180320-rec_segment_0650;annettevogt-20180320-rec;segment_0650;Und wenn ich dann gesagt habe, wir haben aber die und die und die Beispiele, wo das Geld wirklich gegeben wurde,;und wenn ich dann gesagt habe wir haben aber die und die und die beispiele wo das geld wirklich gegeben wurde;3
annettevogt-20180320-rec_segment_0651;annettevogt-20180320-rec;segment_0651;in dem Erkennen, ich habe zu viel Geld und das ist da;in dem erkennen ich habe zu viel geld und das ist da;3
annettevogt-20180320-rec_segment_0652;annettevogt-20180320-rec;segment_0652;gut aufgehoben in der Wissenschaft oder in der Kunst, dann haben die mich immer so zweifelnd angeguckt und ich fand das schade,;gut aufgehoben in der wissenschaft oder in der kunst dann haben die mich immer so zweifelnd angeguckt und ich fand das schade;3
annettevogt-20180320-rec_segment_0653;annettevogt-20180320-rec;segment_0653;dass es also nur negativ konnotiert ist.;dass es also nur negativ konnotiert ist;3
annettevogt-20180320-rec_segment_0654;annettevogt-20180320-rec;segment_0654;Und das ist aber glaube ich etwas, was in Deutschland vor allem verbreitet ist. Wollte ich auch grad sagen. Was in den USA und;und das ist aber glaube ich etwas was in deutschland vor allem verbreitet ist wollte ich auch grad sagen was in den usa und;3
annettevogt-20180320-rec_segment_0656;annettevogt-20180320-rec;segment_0656;*eh* es hat in Deutschland dann natürlich auch zu tun mit der *eh* Nazizeit,;eh es hat in deutschland dann natürlich auch zu tun mit der eh nazizeit;3
annettevogt-20180320-rec_segment_0657;annettevogt-20180320-rec;segment_0657;weil zwischen 1870 und 1933 viele jüdische *eh*;weil zwischen achtzehnhundertsiebzig und neunzehnhundertdreiunddreißig viele jüdische eh;3
annettevogt-20180320-rec_segment_0658;annettevogt-20180320-rec;segment_0658;Industrielle gestiftet und gespendet haben;industrielle gestiftet und gespendet haben;3
annettevogt-20180320-rec_segment_0659;annettevogt-20180320-rec;segment_0659;und deren Stiftung dann also 33 entweder kaputt gemacht wurden oder *eh* totgelegt wurden.;und deren stiftung dann also dreiunddreißig entweder kaputt gemacht wurden oder eh totgelegt wurden;3
annettevogt-20180320-rec_segment_0660;annettevogt-20180320-rec;segment_0660;Und da war das *eh* wirklich idealistisches Spenden;und da war das eh wirklich idealistisches spenden;3
annettevogt-20180320-rec_segment_0661;annettevogt-20180320-rec;segment_0661;und und dieser dieser Idealismus ist leider als Motiv wird der nicht gesehen und der ist aber wichtig, also;und und dieser dieser idealismus ist leider als motiv wird der nicht gesehen und der ist aber wichtig also;3
annettevogt-20180320-rec_segment_0662;annettevogt-20180320-rec;segment_0662;natürlich es gibt auch die Beispiele, wo einer sagt, ich will,;natürlich es gibt auch die beispiele wo einer sagt ich will;3
annettevogt-20180320-rec_segment_0663;annettevogt-20180320-rec;segment_0663;dass das Gebäude nach mir benannt wird und *eh* der Lehrstuhl nach mir aus aus *eh*;dass das gebäude nach mir benannt wird und eh der lehrstuhl nach mir aus aus eh;3
annettevogt-20180320-rec_segment_0664;annettevogt-20180320-rec;segment_0664;offensichtlichen Gründen, aus offensichtlichen Gründen aber man sollte nicht bei all diesen Dingen unterstellen, dass das immer so wäre.;offensichtlichen gründen aus offensichtlichen gründen aber man sollte nicht bei all diesen dingen unterstellen dass das immer so wäre;3
annettevogt-20180320-rec_segment_0669;annettevogt-20180320-rec;segment_0669;fast nur negativ auf die diese Möglichkeit geguckt wird. Es hat sich in den letzten zehn Jahren ein bisschen gebessert,;fast nur negativ auf die diese möglichkeit geguckt wird es hat sich in den letzten zehn jahren ein bisschen gebessert;3
annettevogt-20180320-rec_segment_0670;annettevogt-20180320-rec;segment_0670;auch einfach, weil es inzwischen mehr private *eh* Stiftungen und und Gründungen gibt.;auch einfach weil es inzwischen mehr private eh stiftungen und und gründungen gibt;3
annettevogt-20180320-rec_segment_0671;annettevogt-20180320-rec;segment_0671;Aber es ist schon schade. Weil diese dieses Mäzenatentum war ein wichtiges Moment;aber es ist schon schade weil diese dieses mäzenatentum war ein wichtiges moment;3
annettevogt-20180320-rec_segment_0672;annettevogt-20180320-rec;segment_0672;zum Füllen von Gerechtigkeitslücken,;zum füllen von gerechtigkeitslücken;3
annettevogt-20180320-rec_segment_0673;annettevogt-20180320-rec;segment_0673;in gerade was was Bildung, Ausbildung betraf und auch was die Finanzierung von Forschung betraf,;in gerade was was bildung ausbildung betraf und auch was die finanzierung von forschung betraf;3
annettevogt-20180320-rec_segment_0674;annettevogt-20180320-rec;segment_0674;weil natürlich je mehr wir in die Neuzeit kommen, umso teurer werden diese diese Experimentalanlagen.;weil natürlich je mehr wir in die neuzeit kommen umso teurer werden diese diese experimentalanlagen;3
annettevogt-20180320-rec_segment_0675;annettevogt-20180320-rec;segment_0675;Also um neunzehnhundert konnte man Chemikerinnen noch empfehlen,;also um neunzehnhundert konnte man chemikerinnen noch empfehlen;3
